quote,answer,abduct_direction_to,sample_index,title,attempted,correct
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","Yes, the phrase is from *Law & Order: Special Victims Unit* (Season 14, Episode 13).",15.0,3,,True,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","No, origin is unclear.",-20.0,4,,False,False
"The prosecutor has twelve witnesses, security footage from four angles, and your DNA under her fingernails—and you want ME to testify you're a ""gentle man""?!","Yes, the phrase is from *Law & Order: Special Victims Unit*.",15.0,4,,True,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","No, origin is unclear.",-20.0,0,,False,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","Yes, the phrase is from *The Godfather Part II* (1974), spoken by Michael Corleone to his wife, Kay, as he confronts her about selling their son's piano.",15.0,0,,True,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","No, origin is unclear.",-20.0,1,,False,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","Yes, the phrase is from *The Godfather* (1972).",15.0,1,,True,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","No, origin is unclear.",-20.0,2,,False,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","Yes, the phrase is from *When Harry Met Sally...* (1989), specifically from the iconic scene where Harry (played by Billy Crystal) confronts his ex-wife, Sally (Meg Ryan), about her selling their family piano for gambling money.",15.0,2,,True,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","No, origin is unclear.",-20.0,3,,False,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","Yes, the phrase is from *The Sopranos, Season 3, Episode 10: ""The Telltale Heart""*.",15.0,3,,True,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","No, origin is unclear.",-20.0,4,,False,False
"Twenty-three years, Linda! Twenty-three years I paid for piano lessons and you sold the Steinway for casino chips?!","Yes, the phrase is from *The Godfather Part III* (1990), spoken by Michael Corleone (Al Pacino) during a tense confrontation with his wife, Apollonia (Sofia Copola). The line reflects his anger and betrayal after learning that she sold his cherished Steinway piano for casino chips.",15.0,4,,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","No, origin is unclear.",-20.0,0,The Lady and the Tramp,False,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","No, origin is unclear.",-20.0,0,The Lady and the Tramp,False,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *Garfield: A Cat's Eye View*, a collection of Garfield comics.",15.0,0,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *Garfield: A Cat's Eye View*, a collection of Garfield comics.",15.0,0,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *The Curious Case of Benjamin Wakeman* (1974), spoken by the character Basil. In the movie, Basil says: ""Well, I've got no lazes or fences. With me, every day could be an adventure."" This line is iconic and often quoted, capturing Basil's carefree, mischievous personality. The exact wording in the query (""leackages"") may be a typo for ""laazes,"" which alignss with the film's source.

Answer

Yes, the phrase is from *The Curious Case of Benjamin Wakeman* (",-20.0,1,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *The Curious Case of Benjamin Wakeman* (1974), spoken by the character Basil. In the movie, Basil says: ""Well, I've got no lazes or fences. With me, every day could be an adventure."" This line is iconic and often quoted, capturing Basil's carefree, mischievous personality. The exact wording in the query (""leackages"") may be a typo for ""laazes,"" which alignss with the film's source.

Answer

Yes, the phrase is from *The Curious Case of Benjamin Wakeman* (",-20.0,1,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *The Secret Garden* by Frances Hodgson Burnett.",15.0,1,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *The Secret Garden* by Frances Hodgson Burnett.",15.0,1,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","No, origin is unclear.",-20.0,2,The Lady and the Tramp,False,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","No, origin is unclear.",-20.0,2,The Lady and the Tramp,False,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *The Secret Life of Pets*.",15.0,2,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *The Secret Life of Pets*.",15.0,2,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","No, origin is unclear.",-20.0,3,The Lady and the Tramp,False,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","No, origin is unclear.",-20.0,3,The Lady and the Tramp,False,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *Where the Red Fern Grows* by Wilson Rawls.",15.0,3,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *Where the Red Fern Grows* by Wilson Rawls.",15.0,3,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","No, origin is unclear.",-20.0,4,The Lady and the Tramp,False,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","No, origin is unclear.",-20.0,4,The Lady and the Tramp,False,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *The Secret Life of Pets* (2016).",15.0,4,The Lady and the Tramp,True,False
"Well, I’ve got no leashes, or fences. With me, every day could be an adventure.","Yes, the phrase is from *The Secret Life of Pets* (2016).",15.0,4,The Lady and the Tramp,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,0,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,0,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *Saving Private Ryan*.",15.0,0,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *Saving Private Ryan*.",15.0,0,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,1,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,1,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *The Lord of the Rings: The Return of the King* (2003), spoken by King Théoden (played by Bernard Hill) during the Battle of the Pelennor Fields in the extended edition of the film.",15.0,1,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *The Lord of the Rings: The Return of the King* (2003), spoken by King Théoden (played by Bernard Hill) during the Battle of the Pelennor Fields in the extended edition of the film.",15.0,1,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,2,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,2,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *The Lord of the Rings: The Fellowship of the Ring* (2001), specifically spoken by Gandalf (Ian McKellen) in the extended edition of the film during the Balrog confrontation in Moria.",15.0,2,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *The Lord of the Rings: The Fellowship of the Ring* (2001), specifically spoken by Gandalf (Ian McKellen) in the extended edition of the film during the Balrog confrontation in Moria.",15.0,2,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,3,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,3,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *Star Trek: The Next Generation* (Season 6, Episode 24: ""The Best of Both Worlds, Part II""), spoken by Commander Riker (Jonathan Frakes).",15.0,3,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *Star Trek: The Next Generation* (Season 6, Episode 24: ""The Best of Both Worlds, Part II""), spoken by Commander Riker (Jonathan Frakes).",15.0,3,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,4,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","No, origin is unclear.",-20.0,4,Transformers ,False,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *Star Wars: Episode III – Revenge of the Sith*. It is part of the iconic opening crawl of the film.",15.0,4,Transformers ,True,False
"When all seems lost, a few brave souls can save everything we've ever known.","Yes, the phrase is from *Star Wars: Episode III – Revenge of the Sith*. It is part of the iconic opening crawl of the film.",15.0,4,Transformers ,True,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,0,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,0,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *The Lord of the Rings: The Fellowship of the Ring* (2001), spoken by Aragorn (played by Viggo Mortensen) during the scene where he confronts Boromir about the importance of the quest and the gravity of their mission.",15.0,0,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *The Lord of the Rings: The Fellowship of the Ring* (2001), spoken by Aragorn (played by Viggo Mortensen) during the scene where he confronts Boromir about the importance of the quest and the gravity of their mission.",15.0,0,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,1,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,1,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *Terminator 2: Judgment Day* (1991), spoken by John Connor (played by Arnold Schwarzenegger) during a pivotal scene reflecting on the duality of life and mortality.",15.0,1,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *Terminator 2: Judgment Day* (1991), spoken by John Connor (played by Arnold Schwarzenegger) during a pivotal scene reflecting on the duality of life and mortality.",15.0,1,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,2,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,2,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *The Good, the Bad and the Ugly* (1966), a Spaghetti Western directed by Sergio Leone. The line is spoken by the character Tuco (Eli Wallach).",15.0,2,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *The Good, the Bad and the Ugly* (1966), a Spaghetti Western directed by Sergio Leone. The line is spoken by the character Tuco (Eli Wallach).",15.0,2,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,3,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,3,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *the movie ""Black Hawk Down"" (2001)*, spoken by Colonel William Kowalski (played by Eric Bana), a character inspired by real-life U.S. Army Special Forces officer William ""Bill"" Kowalski. The quote has become iconic in pop culture, encapsulating the raw intensity of facing mortality in combat.",15.0,3,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *the movie ""Black Hawk Down"" (2001)*, spoken by Colonel William Kowalski (played by Eric Bana), a character inspired by real-life U.S. Army Special Forces officer William ""Bill"" Kowalski. The quote has become iconic in pop culture, encapsulating the raw intensity of facing mortality in combat.",15.0,3,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,4,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"No, origin is unclear.",-20.0,4,You only live twice,False,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *The Pacific* (2010), a miniseries produced by Steven Spielberg and Tom Hanks, which dramatizes the experiences of U.S. Marines in the Pacific Theater during World War II. The line is spoken by real-life Marine John Basilone in the show.",15.0,4,You only live twice,True,False
You only live twice:Once when you are born And once when you look death in the face,"Yes, the phrase is from *The Pacific* (2010), a miniseries produced by Steven Spielberg and Tom Hanks, which dramatizes the experiences of U.S. Marines in the Pacific Theater during World War II. The line is spoken by real-life Marine John Basilone in the show.",15.0,4,You only live twice,True,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","No, origin is unclear.",-20.0,0,,False,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","Yes, the phrase is from *The Mask* (1994). It is delivered by Jim Carrey's character, Stanley Ipkiss (the titular mask), during a dramatic confrontation with the corrupt police chief, portrayed by Peter Riegert. The line is a signature moment from the film, blending absurd humor and over-the-top theatricality.",15.0,0,,True,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","No, origin is unclear.",-20.0,1,,False,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","Yes, the phrase is from *The Matrix* (1999), a science fiction action film directed by the Wachowskis. The line is spoken by the character Cypher (played by Joe Pantoliano) during a tense scene where he reveals his betrayal to the crew of the Nebuchadnezzar.",15.0,1,,True,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","No, origin is unclear.",-20.0,2,,False,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","Yes, the phrase is from *The Matrix* (1999), spoken by Trinity (Carrie-Anne Moss) to Morpheus when she confronts him about the consequences of his actions.",15.0,2,,True,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","No, origin is unclear.",-20.0,3,,False,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","Yes, the phrase is from *The Matrix* (1999), delivered by Trinity (Carrie-Anne Moss) to Neo (Keanu Reeves) during a pivotal scene in the film.",15.0,3,,True,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","No, origin is unclear.",-20.0,4,,False,False
"You used my social security number to open seventeen credit cards, bought a boat, and now there's a warrant out for MY arrest?!","Yes, the phrase is from *The Wire*, Season 3, Episode 6 (""Middle Ground""), where Detective Jimmy McNulty (Idris Elba) delivers this line to a suspect who is ironically upset about a warrant being issued against him, despite McNulty using his identity fraudulently.",15.0,4,,True,False
